Rex,Label,Density,Grams,Cost,Formula Number
"S64Y41","Brite Yellow",0.90799999,291,0,"350"
"S64R35","Deep Red",0.85100001,145,0,"351"
"S64W31","White",1.597,608,0,"351"
"S64Y41","Brite Yellow",0.90799999,2861,0,"351"
"S64N37","Burnt Umber",1.1569999,206,0,"352"
"S64Y32","Yellow Oxide",1.171,545.90002,0,"352"
"S64Y46","Raw Sienna",1.13,749.59998,0,"352"
"R1K3","VM&P Naptha",0.74199998,924,0,"352"
"R1K4","Mineral Spirit",0.75999999,924,0,"352"
"S64B30","Black",0.91909999,120,0,"355"
"S64N23","Fruitwood",1.0930001,1200,0,"355"
"S64N36","Burnt Sienna",1.1569999,360,0,"355"
"R1K3","VM&P Naptha",0.74199998,600,0,"355"
"R1K4","Mineral Spirit",0.75999999,600,0,"355"
"S64N36","Burnt Sienna",1.1569999,750,0,"356"
"S64N37","Burnt Umber",1.1569999,676,0,"356"
"S64W31","White",1.597,257,0,"356"
"S64Y32","Yellow Oxide",1.171,284,0,"356"
"S64G38","Green",0.90799999,9.5,0,"499"
"S64N36","Burnt Sienna",1.1569999,202.89999,0,"499"
"S64N37","Burnt Umber",1.1569999,80.199997,0,"499"
"S64Y32","Yellow Oxide",1.171,188.8,0,"499"
"R1K3","VM&P Naptha",0.74199998,1288,0,"499"
"R1K4","Mineral Spirit",0.75999999,1241.1,0,"499"
"S64N37","Burnt Umber",1.1569999,59.700001,0,"631"
"S64W31","White",1.597,147.7,0,"631"
"S64Y46","Raw Sienna",1.13,231.60001,0,"631"
"S64N37","Burnt Umber",1.1569999,500,0,"632"
"S64Y41","Brite Yellow",0.90799999,50,0,"632"
"S66T10","Natural",1.0053999,1500,0,"632"
"S64R35","Deep Red",0.85100001,145,0,"633"
"BASE","CHEMGLAZE",0.88436192,2417.2,0,"1548"
"LB","LAMP BLACK",1.0665069,314.10001,0,"1548"
"BASE","WIPE STAIN",0.82444578,2788.6001,0,"2218"
"BU","BURNT UMBER",1.483523,278.89999,0,"2218"
"P63L4","Blue",0.86500001,12.79,0,"380"
"P63W9","White",1.114,2012.4301,0,"380"
"P63Y11","Ferrite Yellow",1.0190001,456.17001,0,"380"
"R6K10","MEK",0.80615002,1100.29,0,"380"
"P63B1","Black",0.86870003,162.8,0,"381"
"P63G3","Green",0.87,260.39999,0,"381"
"P63L4","Blue",0.86500001,475.20001,0,"381"
"P63W9","White",1.114,429.70001,0,"381"
"P63Y10","Brite Yellow",0.87599999,1009.1,0,"381"
"R6K10","MEK",0.80615002,976.5,0,"381"
"P63G3","Green",0.87,72.300003,0,"383"
"P63L4","Blue",0.86500001,26.74,0,"383"
"P63R7","Quin Red",0.9023,73.43,0,"383"
"P63W9","White",1.114,3305.76,0,"383"
"P63Y11","Ferrite Yellow",1.0190001,544.54999,0,"383"
"R6K10","MEK",0.80615002,4022,0,"383"
"P63B1","Black",0.86870003,13.5,0,"384"
"P63N5","Burnt Umber",0.91399997,40,0,"384"
"P63W9","White",1.114,300,0,"384"
"P63Y11","Ferrite Yellow",1.0190001,45,0,"384"
"R6K10","MEK",0.80615002,379.79999,0,"384"
"P63W9","White",1.114,1760,0,"385"
"P63Y11","Ferrite Yellow",1.0190001,22,0,"385"
"R6K10","MEK",0.80615002,891,0,"385"
"P63W9","White",1.114,1920,0,"386"
"P63Y11","Ferrite Yellow",1.0190001,48,0,"386"
"R6K10","MEK",0.80615002,984,0,"386"
"P63E2","Orange",0.91399997,3,0,"387"
"P63G3","Green",0.87,1.5,0,"387"
"P63N5","Burnt Umber",0.91399997,75.599998,0,"387"
"P63W9","White",1.114,1596,0,"387"
"P63Y10","Brite Yellow",0.87599999,9,0,"387"
"P63Y11","Ferrite Yellow",1.0190001,15,0,"387"
"R6K10","MEK",0.80615002,855,0,"387"
"S64N37","Burnt Umber",1.1569999,664.40002,0,"388"
"S64R33","Red Oxide",1.181,83.400002,0,"388"
"S64Y32","Yellow Oxide",1.171,377.89999,0,"388"
"S66T10","Natural",1.0053999,2832.6001,0,"388"
"S64N37","Burnt Umber",1.1569999,232,0,"390"
"S64R33","Red Oxide",1.181,29,0,"390"
"S66T10","Natural",1.0053999,725,0,"390"
"S64N36","Burnt Sienna",1.1569999,1000,0,"393"
"S66N11","Van Dyke Brown",0.90469998,2000,0,"393"
"S64N36","Burnt Sienna",1.1569999,100,0,"394"
"S64N37","Burnt Umber",1.1569999,800,0,"394"
"BASE","SPRAY STAIN",0.81485921,2736.8999,0,"1721"
"YO","YELLOW OXIDE",1.605752,7.5,0,"1721"
"LB","LAMP BLACK",1.0665069,24.6,0,"1721"
"RU","RAW UMBER",1.3876573,27.799999,0,"1721"
"BASE","WIPE STAIN",0.82444578,2799.1001,0,"1725"
"LB","LAMP BLACK",1.0665069,12.1,0,"1725"
"S64R40","Brite Red",0.88999999,100,0,"394"
"S66T10","Natural",1.0053999,2000,0,"394"
"S64B30","Black",0.91909999,100,0,"399"
"R1K4","Mineral Spirit",0.75999999,400,0,"399"
"S66T10","Natural",1.0053999,300,0,"399"
"S64N37","Burnt Umber",1.1569999,764.09998,0,"401"
"S66T10","Natural",1.0053999,2292.3,0,"401"
"S66N11","Van Dyke Brown",0.90469998,764.09998,0,"401"
"S64N37","Burnt Umber",1.1569999,500,0,"402"
"S66T10","Natural",1.0053999,1000,0,"402"
"S66N11","Van Dyke Brown",0.90469998,1500,0,"402"
"S64B30","Black",0.91909999,100,0,"403"
"S64G38","Green",0.90799999,15,0,"403"
"S64R40","Brite Red",0.88999999,40,0,"403"
"S64Y32","Yellow Oxide",1.171,77,0,"403"
"S66T10","Natural",1.0053999,200,0,"403"
"S66N11","Van Dyke Brown",0.90469998,370,0,"403"
"S66T10","Natural",1.0053999,189.89999,0,"404"
"S66N11","Van Dyke Brown",0.90469998,571.90002,0,"404"
"S64N37","Burnt Umber",1.1569999,89.900002,0,"405"
"S66N11","Van Dyke Brown",0.90469998,785,0,"405"
"S64N37","Burnt Umber",1.1569999,66,0,"406"
"S64W31","White",1.597,102,0,"406"
"S64Y32","Yellow Oxide",1.171,20,0,"406"
"S66T10","Natural",1.0053999,400,0,"406"
"S64N23","Fruitwood",1.0930001,256,0,"408"
"S64R35","Deep Red",0.85100001,2.5999999,0,"408"
"S66N11","Van Dyke Brown",0.90469998,641,0,"408"
"S64B30","Black",0.91909999,11,0,"411"
"S64N42","Raw Umber",1.1210001,140,0,"411"
"S64R35","Deep Red",0.85100001,5.9000001,0,"411"
"S64W31","White",1.597,29.5,0,"411"
"P63B1","Black",0.86870003,11,0,"426"
"P63G3","Green",0.87,1,0,"426"
"S64W31","White",1.597,608,0,"633"
"S64Y41","Brite Yellow",0.90799999,2861,0,"633"
"S66T10","Natural",1.0053999,793.70001,0,"634"
"S66T10","Natural",1.0053999,1660.5,0,"642"
"S64B30","Black",0.91909999,221.5,0,"642"
"S66T10","Natural",1.0053999,3279.8999,0,"647"
"S64B30","Black",0.91909999,10.8,0,"647"
"S64W31","White",1.597,656,0,"647"
"BASE","GLAZE",0.88436192,2383.3999,0,"1524"
"BU","BURNT UMBER",1.483523,494,0,"1524"
"BASE","GLAZE",0.88436192,2527.2,0,"1525"
"BU","BURNT UMBER",1.483523,252.7,0,"1525"
"RU","RAW UMBER",1.3876573,61.799999,0,"2218"
"YO","YELLOW OXIDE",1.605752,132.5,0,"2218"
"LB","LAMP BLACK",1.0665069,93.400002,0,"2218"
"S66T10","Natural",1.0053999,803,0,"411"
"S64N37","Burnt Umber",1.1569999,50,0,"414"
"S66T10","Natural",1.0053999,149,0,"414"
"S66W12","White",1.027,21,0,"414"
"S64N37","Burnt Umber",1.1569999,246,0,"415"
"S66T10","Natural",1.0053999,520,0,"415"
"S66N11","Van Dyke Brown",0.90469998,211,0,"415"
"S66N11","Van Dyke Brown",0.90469998,529.90002,0,"416"
"S66W12","White",1.027,50.200001,0,"416"
"S64N42","Raw Umber",1.1210001,148.5,0,"417"
"S64N45","VanDyke Brown",0.94999999,78,0,"417"
"S66T10","Natural",1.0053999,1290,0,"417"
"S64N37","Burnt Umber",1.1569999,100,0,"419"
"S66N11","Van Dyke Brown",0.90469998,800,0,"419"
"S66T10","Natural",1.0053999,300,0,"419"
"P63B1","Black",0.86870003,0.69999999,0,"421"
"P63N5","Burnt Umber",0.91399997,3.8,0,"421"
"P63W9","White",1.114,149.2,0,"421"
"P63Y11","Ferrite Yellow",1.0190001,7.5,0,"421"
"R6K10","MEK",0.80615002,156.8,0,"421"
"P63B1","Black",0.86870003,6.4000001,0,"422"
"P63G3","Green",0.87,5,0,"422"
"P63L4","Blue",0.86500001,1,0,"422"
"P63N5","Burnt Umber",0.91399997,49.700001,0,"422"
"P63W9","White",1.114,119.2,0,"422"
"P63Y11","Ferrite Yellow",1.0190001,49.700001,0,"422"
"R6K10","MEK",0.80615002,124.2,0,"422"
"S64B30","Black",0.91909999,1.2,0,"423"
"S64N37","Burnt Umber",1.1569999,11.3,0,"423"
"S64W31","White",1.597,75,0,"423"
"S66T10","Natural",1.0053999,238.5,0,"423"
"S64B30","Black",0.91909999,107.58,0,"644"
"S64N42","Raw Umber",1.1210001,860.51001,0,"644"
"S64W31","White",1.597,182.89,0,"644"
"S66T10","Natural",1.0053999,2796.6001,0,"644"
"P63L4","Blue",0.86500001,91,0,"645"
"P63B1","Black",0.86870003,20.6,0,"650"
"P63N5","Burnt Umber",0.91399997,292.5,0,"650"
"P63W9","White",1.114,2023.1,0,"650"
"P63Y11","Ferrite Yellow",1.0190001,197.8,0,"650"
"S66N11","Van Dyke Brown",0.90469998,1743.8,0,"1208"
"S64B30","Black",0.91909999,374.39999,0,"1208"
"S64N36","Burnt Sienna",1.1569999,7,0,"1233"
"S64N37","Burnt Umber",1.1569999,17.5,0,"1233"
"S64N42","Raw Umber",1.1210001,6.0999999,0,"1233"
"S64Y32","Yellow Oxide",1.171,6.5999999,0,"1233"
"R1K3","VM&P Naptha",0.74199998,87.599998,0,"1233"
"R7K119","Lacquer Thinner",0.79699999,175.2,0,"1233"
"BU","BURNT UMBER",1.483523,168.10001,0,"1529"
"P63R6","Scarlet",0.88599998,2,0,"426"
"P63W9","White",1.114,98.400002,0,"426"
"P63Y11","Ferrite Yellow",1.0190001,58.799999,0,"426"
"R6K10","MEK",0.80615002,89.099998,0,"426"
"S66T10","Natural",1.0053999,151.7,0,"427"
"S64B30","Black",0.91909999,50.599998,0,"427"
"R1K4","Mineral Spirit",0.75999999,50.599998,0,"427"
"S64N36","Burnt Sienna",1.1569999,236,0,"428"
"S64N37","Burnt Umber",1.1569999,330.39999,0,"428"
"S64R33","Red Oxide",1.181,31.5,0,"428"
"S64Y41","Brite Yellow",0.90799999,125.9,0,"428"
"S64Y46","Raw Sienna",1.13,31.5,0,"428"
"R1K3","VM&P Naptha",0.74199998,1022.7,0,"428"
"R1K4","Mineral Spirit",0.75999999,1022.7,0,"428"
"P63N5","Burnt Umber",0.91399997,31.299999,0,"429"
"P63W9","White",1.114,1562.9,0,"429"
"P63Y11","Ferrite Yellow",1.0190001,31.299999,0,"429"
"R6K10","MEK",0.80615002,1562.9,0,"429"
"S64N37","Burnt Umber",1.1569999,546.40002,0,"431"
"S64R33","Red Oxide",1.181,55.400002,0,"431"
"S64Y32","Yellow Oxide",1.171,87.099998,0,"431"
"R1K3","VM&P Naptha",0.74199998,1056.1,0,"431"
"R1K4","Mineral Spirit",0.75999999,1056.1,0,"431"
"S64N36","Burnt Sienna",1.1569999,40,0,"433"
"S64N37","Burnt Umber",1.1569999,90,0,"433"
"S64N42","Raw Umber",1.1210001,30,0,"433"
"S64Y32","Yellow Oxide",1.171,16,0,"433"
"R1K3","VM&P Naptha",0.74199998,180,0,"433"
"R1K4","Mineral Spirit",0.75999999,180,0,"433"
"S64N36","Burnt Sienna",1.1569999,648.09998,0,"434"
"S64R33","Red Oxide",1.181,40.5,0,"434"
"S66T10","Natural",1.0053999,2066,0,"434"
"S61E501","Orange",1.0369999,16.1,0,"435"
"S61R503","Red",1.0369999,4,0,"435"
"S61Y504","Yellow",1.043,20.1,0,"435"
"S61N502","Brown",1.0369999,24.1,0,"435"
"R6K34","PM Reducer",0.91670001,2372,0,"435"
"P63B1","Black",0.86870003,127.1,0,"436"
"P63N5","Burnt Umber",0.91399997,1693.9,0,"436"
"P63R7","Quin Red",0.9023,84.699997,0,"436"
"R6K10","MEK",0.80615002,1058.7,0,"436"
"S64G38","Green",0.90799999,61.299999,0,"437"
"S64N36","Burnt Sienna",1.1569999,276,0,"437"
"S64N37","Burnt Umber",1.1569999,153.39999,0,"437"
"S64Y32","Yellow Oxide",1.171,214.7,0,"437"
"R1K3","VM&P Naptha",0.74199998,690.20001,0,"437"
"R1K4","Mineral Spirit",0.75999999,690.20001,0,"437"
"S61E501","Orange",1.0369999,20,0,"438"
"24 WHITE","TOP COAT",1.1312163,4278.2998,0,"1520"
"S64N45","VanDyke Brown",0.94999999,300,0,"356"
"R1K3","VM&P Naptha",0.74199998,806,0,"356"
"R1K4","Mineral Spirit",0.75999999,806,0,"356"
"S64N37","Burnt Umber",1.1569999,1390,0,"357"
"S64Y32","Yellow Oxide",1.171,500,0,"357"
"S64T8","Clear",0.79209107,650,0,"357"
"S64N37","Burnt Umber",1.1569999,82,0,"358"
"S64N42","Raw Umber",1.1210001,511,0,"358"
"S64R33","Red Oxide",1.181,41,0,"358"
"S64T28","Clear",0.90600002,577,0,"358"
"S64Y46","Raw Sienna",1.13,1072,0,"358"
"R1K3","VM&P Naptha",0.74199998,216,0,"358"
"S64N37","Burnt Umber",1.1569999,78,0,"359"
"S64Y46","Raw Sienna",1.13,164,0,"359"
"S61N502","Brown",1.0369999,17.200001,0,"359"
"S61Y504","Yellow",1.043,11.5,0,"359"
"R6K34","PM Reducer",0.91670001,210,0,"359"
,"Xylene",0.86400002,2886,0,"359"
"S64N37","Burnt Umber",1.1569999,1.5,0,"361"
"S64N42","Raw Umber",1.1210001,32.099998,0,"361"
"S64Y46","Raw Sienna",1.13,102.3,0,"361"
"R1K3","VM&P Naptha",0.74199998,687,0,"361"
"R7K119","Laquer Thinner",6.6500001,525,0,"361"
"S64W31","White",1.597,120,0,"364"
"R1K3","VM&P Naptha",0.74199998,600,0,"364"
"R7K119","Laquer Thinner",6.6500001,600,0,"364"
"S64N37","Burnt Umber",1.1569999,205.2,0,"366"
"S64N42","Raw Umber",1.1210001,102,0,"366"
"S64R33","Red Oxide",1.181,102,0,"366"
"S64Y32","Yellow Oxide",1.171,205.5,0,"366"
"R1K3","VM&P Naptha",0.74199998,1221,0,"366"
"R7K119","Laquer Thinner",6.6500001,636,0,"366"
"S64N36","Burnt Sienna",1.1569999,247.2,0,"652"
"S64N37","Burnt Umber",1.1569999,73.800003,0,"652"
"S64Y32","Yellow Oxide",1.171,21.1,0,"652"
"R1K3","VM&P Naptha",0.74199998,79,0,"652"
"R1K4","Mineral Spirit",0.75999999,79,0,"652"
"S64B30","Black",0.91909999,30,0,"653"
"S64N36","Burnt Sienna",1.1569999,222.5,0,"653"
"S64N36","Burnt Sienna",1.1569999,1.7,0,"654"
"S64N37","Burnt Umber",1.1569999,1.9,0,"654"
"S64B30","Black",0.91909999,92.599998,0,"581"
"S64N37","Burnt Umber",1.1569999,342.70001,0,"581"
"S64R40","Brite Red",0.88999999,4.9000001,0,"581"
"S64W31","White",1.597,430.29999,0,"581"
"S64Y32","Yellow Oxide",1.171,47.099998,0,"581"
"R1K3","VM&P Naptha",0.74199998,349.20001,0,"581"
"R1K4","Mineral Spirit",0.75999999,349.20001,0,"581"
"S64T8","Clear wiping stain",0.81005585,203,0,"581"
"S64B30","Black",0.91909999,0.30000001,0,"582"
"S64L39","Blue",0.89700001,2,0,"582"
"S64N37","Burnt Umber",1.1569999,2.7,0,"582"
"S64W31","White",1.597,17.700001,0,"582"
"S66T10","Natural",1.0053999,56.299999,0,"582"
"P63N5","Burnt Umber",0.91399997,26.4,0,"583"
"P63W9","White",1.114,178.60001,0,"583"
"P63Y10","Brite Yellow",0.87599999,5.5,0,"583"
"R6K10","MEK",0.80615002,90.800003,0,"583"
"S64B30","Black",0.91909999,0.89999998,0,"593"
"S64N23","Fruitwood",1.0930001,5.6999998,0,"593"
"S64N36","Burnt Sienna",1.1569999,1.6,0,"593"
"S64Y41","Brite Yellow",0.90799999,1.5,0,"593"
"S64N45","VanDyke Brown",0.94999999,1.5,0,"593"
"R1K3","VM&P Naptha",0.74199998,12.5,0,"593"
"R1K4","Mineral Spirit",0.75999999,12.5,0,"593"
"S64B30","Black",0.91909999,0.89999998,0,"594"
"S64N23","Fruitwood",1.0930001,5.6999998,0,"594"
"S64N36","Burnt Sienna",1.1569999,1.6,0,"594"
"S64Y41","Brite Yellow",0.90799999,1.5,0,"594"
"S64N45","VanDyke Brown",0.94999999,1.5,0,"594"
"R1K3","VM&P Naptha",0.74199998,12.5,0,"594"
"R1K4","Mineral Spirit",0.75999999,12.5,0,"594"
"P63B1","Black",0.86870003,30,0,"595"
"S66T10","Natural",1.0053999,40.700001,0,"841"
"S64N37","Burnt Umber",1.1569999,3.5999999,0,"841"
"S64N42","Raw Umber",1.1210001,4.3000002,0,"841"
"P63B1","Black",0.86870003,0.80000001,0,"994"
"P63N5","Burnt Umber",0.91399997,14.4,0,"994"
"P63W9","White",1.114,142.5,0,"994"
"S66T10","Natural",1.0053999,1289.9,0,"1250"
"S64N36","Burnt Sienna",1.1569999,561.09998,0,"1250"
"S64R40","Brite Red",0.88999999,238.60001,0,"1250"
"S64Y41","Brite Yellow",0.90799999,238.60001,0,"1250"
"S66T30","NATURAL",0.88436192,644.90002,0,"1250"
"S64N37","Burnt Umber",1.1569999,226.3,0,"1251"
"S64N42","Raw Umber",1.1210001,223.39999,0,"1251"
"R1K3","VM&P Naptha",0.74199998,700.20001,0,"1251"
"P63B1","Black",0.86870003,351.25,0,"375"
"P63G3","Green",0.87,46.599998,0,"375"
"P63W9","White",1.114,1422.89,0,"375"
"P63Y10","Brite Yellow",0.87599999,635.46997,0,"375"
"R6K10","MEK",0.80615002,1029.34,0,"375"
"P63B1","Black",0.86870003,21.030001,0,"376"
"P63E2","Orange",0.91399997,1466.86,0,"376"
"P63R7","Quin Red",0.9023,449.67001,0,"376"
"P63W9","White",1.114,350.70001,0,"376"
"R6K10","MEK",0.80615002,1065.85,0,"376"
"P63B1","Black",0.86870003,155.39999,0,"377"
"P63L4","Blue",0.86500001,102.41,0,"377"
"P63R7","Quin Red",0.9023,1484.0699,0,"377"
"P63Y11","Ferrite Yellow",1.0190001,668,0,"377"
"R6K10","MEK",0.80615002,948.79999,0,"377"
"P63N5","Burnt Umber",0.91399997,25.110001,0,"378"
"P63W9","White",1.114,1645.26,0,"378"
"P63Y10","Brite Yellow",0.87599999,27.27,0,"378"
"P63Y11","Ferrite Yellow",1.0190001,318.19,0,"378"
"R6K10","MEK",0.80615002,1515.88,0,"378"
"P63B1","Black",0.86870003,4.5999999,0,"379"
"P63N5","Burnt Umber",0.91399997,6.5100002,0,"379"
"P63W9","White",1.114,2735.9199,0,"379"
"P63Y11","Ferrite Yellow",1.0190001,48.759998,0,"379"
"R6K10","MEK",0.80615002,957.81,0,"379"
"P63B1","Black",0.86870003,76.699997,0,"380"
"S64N42","Raw Umber",1.1210001,1.3,0,"654"
"S64Y32","Yellow Oxide",1.171,0.5,0,"654"
"S64N45","VanDyke Brown",0.94999999,8.5,0,"654"
"S61Y504","Yellow",1.043,39,0,"658"
"S61L505","Blue",1.018,145.5,0,"658"
"D. A.","Denatured Alcohol",0.80599999,1932,0,"658"
"S64B30","Black",0.91909999,1.7,0,"659"
"S64N36","Burnt Sienna",1.1569999,63,0,"659"
"S64N37","Burnt Umber",1.1569999,86.099998,0,"659"
"S64R40","Brite Red",0.88999999,3.4000001,0,"659"
"S64Y32","Yellow Oxide",1.171,252,0,"659"
"R1K3","VM&P Naptha",0.74199998,1470.4,0,"659"
"R1K4","Mineral Spirit",0.75999999,562.40002,0,"659"
"S66T10","Natural",1.0053999,90,0,"671"
"S64N37","Burnt Umber",1.1569999,15,0,"671"
"S64W31","White",1.597,27.5,0,"671"
"R1K4","Mineral Spirit",0.75999999,12,0,"671"
"P63B1","Black",0.86870003,228.8,0,"828"
"P63L4","Blue",0.86500001,131.3,0,"828"
"P63R7","Quin Red",0.9023,202.7,0,"828"
"P63W9","White",1.114,1815.6,0,"828"
"R6K10","MEK",0.80615002,611.40002,0,"828"
"P63Y11","Ferrite Yellow",1.0190001,63.599998,0,"994"
"P63B1","Black",0.86870003,9.5,0,"1211"
"S61R503","Red",1.0369999,7.5,0,"438"
"S61Y504","Yellow",1.043,18,0,"438"
"S61N502","Brown",1.0369999,18.5,0,"438"
"R6K34","PM Reducer",0.91670001,2000,0,"438"
"S64N37","Burnt Umber",1.1569999,0.60000002,0,"440"
"S64W31","White",1.597,60,0,"440"
"S64Y32","Yellow Oxide",1.171,8,0,"440"
"S64Y41","Brite Yellow",0.90799999,13,0,"440"
"S64T8","Clear",0.79209107,60,0,"440"
"P63B1","Black",0.86870003,9,0,"441"
"P63G3","Green",0.87,4,0,"441"
"P63L4","Blue",0.86500001,7,0,"441"
"P63N5","Burnt Umber",0.91399997,5,0,"441"
"P63W9","White",1.114,6,0,"441"
"P63Y10","Brite Yellow",0.87599999,15,0,"441"
"R6K10","MEK",0.80615002,25,0,"441"
"P63B1","Black",0.86870003,8,0,"442"
"P63G3","Green",0.87,4,0,"442"
"P63L4","Blue",0.86500001,6,0,"442"
"P63N5","Burnt Umber",0.91399997,7,0,"442"
"P63W9","White",1.114,10,0,"442"
"P63Y10","Brite Yellow",0.87599999,18.5,0,"442"
"R6K10","MEK",0.80615002,28,0,"442"
"S64N37","Burnt Umber",1.1569999,20,0,"443"
"R1K3","VM&P Naptha",0.74199998,40,0,"443"
"R1K4","Mineral Spirit",0.75999999,40,0,"443"
"P63B1","Black",0.86870003,6,0,"444"
"P63L4","Blue",0.86500001,2,0,"444"
"P63N5","Burnt Umber",0.91399997,30,0,"444"
"P63R7","Quin Red",0.9023,12,0,"444"
"P63W9","White",1.114,30,0,"444"
"P63Y11","Ferrite Yellow",1.0190001,8,0,"444"
"R6K10","MEK",0.80615002,70,0,"444"
"P63B1","Black",0.86870003,15,0,"445"
"P63L4","Blue",0.86500001,25,0,"445"
"P63N5","Burnt Umber",0.91399997,15,0,"445"
"P63W9","White",1.114,20,0,"445"
"P63Y10","Brite Yellow",0.87599999,15,0,"445"
"R6K10","MEK",0.80615002,50,0,"445"
"S66N11","Van Dyke Brown",0.90469998,30,0,"446"
"S64R40","Brite Red",0.88999999,6,0,"446"
"P63B1","Black",0.86870003,2.8,0,"448"
"P63G3","Green",0.87,3,0,"448"
"P63L4","Blue",0.86500001,0.1,0,"448"
"P63N5","Burnt Umber",0.91399997,40,0,"448"
"P63W9","White",1.114,40,0,"448"
"P63Y11","Ferrite Yellow",1.0190001,28,0,"448"
"R6K10","MEK",0.80615002,75,0,"448"
"P63N5","Burnt Umber",0.91399997,1,0,"450"
"P63W9","White",1.114,40,0,"450"
"P63Y11","Ferrite Yellow",1.0190001,0.5,0,"450"
"R6K10","MEK",0.80615002,100,0,"450"
"S66T10","Natural",1.0053999,40,0,"451"
"S64N37","Burnt Umber",1.1569999,0.2,0,"451"
"S64Y32","Yellow Oxide",1.171,0.2,0,"451"
"S64W31","White",1.597,15,0,"451"
"S66T10","Natural",1.0053999,117.4,0,"454"
"S66N11","Van Dyke Brown",0.90469998,1035.9,0,"454"
"S64R40","Brite Red",0.88999999,224.39999,0,"454"
"S61R503","Red",1.0369999,6,0,"455"
"S61Y504","Yellow",1.043,3.4000001,0,"455"
"S61N502","Brown",1.0369999,5.5999999,0,"455"
"R6K34","PM Reducer",0.91670001,177,0,"455"
"S66T10","Natural",1.0053999,120,0,"456"
"S64N37","Burnt Umber",1.1569999,20,0,"456"
"S64N45","VanDyke Brown",0.94999999,50,0,"456"
"S64R40","Brite Red",0.88999999,12.5,0,"456"
"P63N5","Burnt Umber",0.91399997,1,0,"458"
"P63W9","White",1.114,40,0,"458"
"P63Y11","Ferrite Yellow",1.0190001,0.5,0,"458"
"R6K10","MEK",0.80615002,100,0,"458"
"S66T10","Natural",1.0053999,40,0,"459"
"S64N37","Burnt Umber",1.1569999,0.2,0,"459"
"S64Y32","Yellow Oxide",1.171,0.2,0,"459"
"S64W31","White",1.597,15,0,"459"
"S64N37","Burnt Umber",1.1569999,59,0,"651"
"S64W31","White",1.597,147,0,"651"
"S64Y46","Raw Sienna",1.13,231,0,"651"
"R7K119","Lacquer Thinner",0.79699999,1826,0,"651"
"S64B30","Black",0.91909999,0.40000001,0,"681"
"S64N36","Burnt Sienna",1.1569999,3.9000001,0,"681"
"S66T10","Natural",1.0053999,8,0,"684"
"S66N11","Van Dyke Brown",0.90469998,22,0,"684"
"S64W31","White",1.597,4,0,"684"
"R1K4","Mineral Spirit",0.75999999,26,0,"684"
"S66T10","Natural",1.0053999,1447.2,0,"685"
"S64B30","Black",0.91909999,368,0,"685"
"P63N5","Burnt Umber",0.91399997,28.5,0,"1211"
"P63W9","White",1.114,2135.5,0,"1211"
"P63Y11","Ferrite Yellow",1.0190001,99.699997,0,"1211"
"S61R503","Red",1.0369999,72.300003,0,"1483"
"S61Y504","Yellow",1.043,45.299999,0,"1483"
"S61N502","Brown",1.0369999,65.099998,0,"1483"
"R6K34","PM Reducer",0.91670001,548,0,"1483"
"S61E501","Orange",1.0369999,35.200001,0,"463"
"S61R503","Red",1.0369999,34.900002,0,"463"
"S61N502","Brown",1.0369999,36.400002,0,"463"
"22203","Denatured Alc.",0.79700422,3050,0,"463"
"S61R503","Red",1.0369999,384,0,"464"
"S61R506","Bordeaux",0.98500001,128,0,"464"
"22203","Denatured Alc.",0.79700422,2598,0,"464"
"S61E501","Orange",1.0369999,3.7,0,"466"
"S61Y504","Yellow",1.043,2,0,"466"
"S61N502","Brown",1.0369999,4,0,"466"
"22203","Dnatured Alc.",0.79700422,150,0,"466"
"S64B30","Black",0.91909999,19,0,"467"
"S64N37","Burnt Umber",1.1569999,317.29999,0,"467"
"S64W31","White",1.597,120.6,0,"467"
"R1K3","VM&P Naptha",0.74199998,1294.5,0,"467"
"R1K4","Mineral Spirit",0.75999999,1269.1,0,"467"
"P63B1","Black",0.86870003,0.1,0,"469"
"P63N5","Burnt Umber",0.91399997,0.40000001,0,"469"
"P63W9","White",1.114,100,0,"469"
"P63Y11","Ferrite Yellow",1.0190001,1,0,"469"
"R6K10","MEK",0.80615002,50,0,"469"
"S64R40","Brite Red",0.88999999,89.5,0,"474"
"S64N45","VanDyke Brown",0.94999999,671,0,"474"
"R1K3","VM&P Naptha",0.74199998,1118.3,0,"474"
"R1K4","Mineral Spirit",0.75999999,1118.3,0,"474"
"S64B30","Black",0.91909999,5.4000001,0,"477"
"S64N36","Burnt Sienna",1.1569999,214.3,0,"477"
"S64N37","Burnt Umber",1.1569999,348.20001,0,"477"
"S64N42","Raw Umber",1.1210001,133.89999,0,"477"
"S64R33","Red Oxide",1.181,72.300003,0,"477"
"S64R40","Brite Red",0.88999999,26.799999,0,"477"
"S64N45","VanDyke Brown",0.94999999,13.4,0,"477"
"R1K3","VM&P Naptha",0.74199998,1151.9,0,"477"
"R1K4","Mineral Spirit",0.75999999,1151.9,0,"477"
"S64N42","Raw Umber",1.1210001,346.39999,0,"478"
"S64Y41","Brite Yellow",0.90799999,433.10001,0,"478"
"R1K4","Mineral Spirit",0.75999999,516.5,0,"661"
"S64N42","Raw Umber",1.1210001,1349,0,"685"
"S64W31","White",1.597,278,0,"685"
"S66N11","Van Dyke Brown",0.90469998,15.1,0,"686"
"S64N42","Raw Umber",1.1210001,2.5999999,0,"686"
"S64B30","Black",0.91909999,0.5,0,"845"
